credential-builder.organizations-tab.tooltips.vatIdentifier,"Oznaka zemlje iz službenog PDV broja.
 Identifikator (obično 8 – 12 znamenki) koji slijedi nakon oznake zemlje."
credential-builder.organizations-tab.tooltips.taxIdentifier,"Oznaka zemlje iz službenog PDV broja.
 Identifikator (obično 8 – 12 znamenki) koji slijedi nakon oznake zemlje."
credential-builder.organizations-tab.tooltips.logo,Navedite javni URL na kojem je logo organizacije u formatu png ili jpg.
credential-builder.organizations-tab.tooltips.parentOrganization,Veća organizacija čiji je dio ova jedinica/podorganizacija \nPodaci o organizacijama moraju se unijeti u ovaj list kako bi se one pojavile na ovom popisu.
credential-builder.entitlements-tab.createEntitlement,Kreiraj pravo
credential-builder.entitlements-tab.editEntitlement,Uredi pravo
credential-builder.entitlements-tab.title,"Pravo opisuje primjerice pravo na rad u svojoj struci, korištenje mogućnosti učenja ili pridruživanje organizaciji. Prava mogu biti ograničena na određenu nadležnost."
credential-builder.entitlements-tab.identifier,Identifikator prava
credential-builder.entitlements-tab.newEntitlement,Kreiraj novo pravo
credential-builder.entitlements-tab.tooltips.description,Posebna prava koja je stekao nositelj vjerodajnice. Ovo se polje ne bi trebalo upotrebljavati za unos informacija koje sadržavaju drugi dijelovi modela.
credential-builder.entitlements-tab.tooltips.subEntitlement,Manja prava koja zajedno tvore ovo pravo. Pravo se prvo mora kreirati u kartici „Prava” kako bi se pojavilo na ovom popisu.
credential-builder.entitlements-tab.tooltips.entitlementType,Nositelj vjerodajnice može imati pravo na članstvo u organizaciji ili stručnom udruženju; na pristup mogućnosti učenja; ili na obavljanje određenog posla
credential-builder.entitlements-tab.tooltips.status,"Pravo se može ostvariti u budućnosti (moguće pravo), tj. može podrazumijevati mogućnost prijave za pravo; ili u sadašnjosti (stvarno pravo), tj. može biti zajamčeno"
credential-builder.entitlements-tab.tooltips.entitlementsValidWith,"Organizacija koja priznaje pravo (tj. organizacija koja nudi mogućnost učenja, članstvo ili mogućnost za zapošljavanje)"
credential-builder.entitlements-tab.tooltips.entitlementsValidWithin,Regija ili zemlja u kojoj je pravo valjano.
credential-builder.entitlements-tab.tooltips.relatedOccupation,Zanimanje ili razred zanimanja kojem pojedinac može pristupiti s pomoću prava.
credential-builder.entitlements-tab.entitlementType,Vrsta prava
credential-builder.entitlements-tab.status,Status
credential-builder.entitlements-tab.moreInformation,Više informacija
credential-builder.entitlements-tab.issueDate,Datum izdavanja
credential-builder.entitlements-tab.expiryDate,Datum isteka
credential-builder.entitlements-tab.entitlementTitle,Naslov prava
credential-builder.entitlements-tab.entitlementsValidWith,Pravo valjano s
credential-builder.entitlements-tab.entitlementsValidWithin,Pravo valjano unutar
credential-builder.entitlements-tab.entitlementsToWorkAs,Pravo na rad kao
credential-builder.entitlements-tab.subEntitlement,Podprava
credential-builder.entitlements-tab.homePage,Internetska stranica na kojoj je opisano pravo
credential-builder.entitlements-tab.specification,Specifikacija
credential-builder.entitlements-tab.otherDocuments,Drugi mrežni dokumenti
credential-builder.entitlements-tab.otherWebDocuments,Drugi mrežni dokumenti s opisom prava
credential-builder.entitlements-tab.additionalInformation,dodatne informacije
credential-builder.achievements-tab.noAchievements,Još nema postignuća
credential-builder.assessment-tab.noAssessments,Još nema procjena
credential-builder.activities-tab.noActivities,Još nema aktivnosti
credential-builder.learning-outcomes-tab.noLearningOutcomes,Još nema ishoda učenja
credential-builder.organizations-tab.noOrganizations,Još nema organizacija
credential-builder.entitlements-tab.noEntitlements,Još nema prava
credential-builder.issue.issueCredentials,Izdaj vjerodajnice
credential-builder.issue.addAsMany,Dodajte sve primatelje koji su potrebni za izdavanje vjerodajnice Podaci uneseni na ovom zaslonu neće biti pohranjeni nakon izdavanja vjerodajnica.
credential-builder.issue.addAnotherRecipient,Dodaj drugog primatelja
credential-builder.issue.recipient,Primatelj
credential-builder.issue.removeRecipient,Ukloni primatelja
credential-builder.issue.personalData,Osobni podaci
credential-builder.issue.firstName,Ime
credential-builder.issue.lastName,Prezime
credential-builder.issue.dateOfBirth,Datum rođenja
credential-builder.issue.idNumber,Identifikacijski broj 1
credential-builder.issue.idNumber2,Identifikacijski broj 2
credential-builder.issue.address,Adresa
credential-builder.issue.moreInformation,Više informacija
credential-builder.issue.deliveryAddress,Adresa za dostavu
credential-builder.issue.emailAddress,E-adresa
credential-builder.issue.walletAddress,Adresa novčanika
credential-builder.issue.grades,Ocjene
credential-builder.issue.issueError,"Neko polje nije valjano, provjerite sve primatelje i označite okvir za potvrdu"
breadcrumb.digitallySealedCredentials,Digitalne vjerodajnice Europassa
breadcrumb.prepare,Pripremi
breadcrumb.check,Pregled
breadcrumb.credentialBuilder,Kreator vjerodajnica
